model_name,test_type,loss,acc,f1_macro,precision_macro,recall_macro,auc,drop_from_clean
convnext_tiny,clean,0.22348123422265054,0.9863,0.9862999649279102,0.9863049797629928,0.9863,0.9977475000000001,0.0
convnext_tiny,noise,0.25976538319587705,0.97,0.9699837044533106,0.9710228543896784,0.97,0.995943825,0.016316260474599553
convnext_tiny,blur,0.2248028475344181,0.9858,0.9857997727963648,0.9858310931899641,0.9858,0.997471645,0.0005001921315453961
convnext_tiny,dark,0.2706676370322704,0.95935,0.959344482131476,0.9595995119790584,0.9593499999999999,0.98906995,0.026955482796434116
convnext_tiny,jpeg,0.22555337858200072,0.9859,0.9858999949239982,0.9859006996970076,0.9859,0.997548265,0.0003999700039120091
