model_name,test_type,loss,acc,f1_macro,precision_macro,recall_macro,auc,drop_from_clean
efficientnet_b0,clean,0.2430129849910736,0.9848,0.9847997567961088,0.984831029185868,0.9848,0.9979489500000002,0.0
efficientnet_b0,noise,0.3091757555961609,0.9386,0.9383984495832847,0.9444162352607015,0.9386,0.989729805,0.046401307212824094
efficientnet_b0,blur,0.24521131913661956,0.98375,0.9837499502342226,0.9837559260100937,0.98375,0.99755858,0.0010498065618861352
efficientnet_b0,dark,0.29912712998390195,0.9501,0.9500798317528265,0.9508285569812239,0.9501,0.987918955,0.03471992504328225
efficientnet_b0,jpeg,0.24515767846107483,0.98445,0.9844495381124058,0.9845075643437197,0.98445,0.9977457200000001,0.00035021868370299636
